conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d90bad2f-7fcc-4e85-a02f-ba4837732892,Nachbearbeitung von Fotografien,released,knowledge,cross-sector,,Merkmale von Software und Techniken zur Nachbearbeitung von Fotografien.,http://data.europa.eu/esco/isced-f/0211,Audiovisuelle Techniken und Medienproduktion
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d96078b0-12f4-47d3-a260-61d22050a840,Vehicle-to-Everything-Technologien,released,knowledge,sector-specific,,"Technologie, die es Fahrzeugen ermöglicht, mit anderen Fahrzeugen und der sie umgebenden Verkehrsinfrastruktur zu kommunizieren. Diese Technologie setzt sich aus zwei Elementen zusammen: Vehicle-to-Vehicle (V2V), um die Kommunikation von Fahrzeugen untereinander zu ermöglichen, und Vehicle-to-Infrastructure (V2I), um die Kommunikation von Fahrzeugen mit externen Systemen wie Straßenbeleuchtung, Gebäuden, Radfahrern oder Fußgängern zu ermöglichen.
	",http://data.europa.eu/esco/isced-f/0619,Informations- und Kommunikationstechnologien – nirgendwo sonst klassifiziert
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9818afc-1dec-4944-8c9c-e3ae8fad176d,Maschinensteuerung einstellen,released,skill/competence,cross-sector,,Einrichten und Steuern einer Maschine durch Eingabe geeigneter Daten sowie Einrichtung der (elektronischen) Steuerung nach Maßgabe des gewünschten Fertigprodukts.,http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,Nutzung digitaler Tools für die Steuerung von Maschinen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6,Teradata Database,released,knowledge,sector-specific,,"Computerprogramm zur Erstellung, Aktualisierung und Verwaltung von Datenbanken, das vom Softwareunternehmen Teradata Corporation entwickelt wurde.",http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f,Design und Verwaltung von Datenbanken und Netzwerken | Datenbankmanagementsysteme
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da042121-959d-451b-b4d0-3bbf07c1bc67,Netzwerk-Bandbreitenanforderungen analysieren,released,skill/competence,sector-specific,Netzwerkbandbreitenanforderungen analysieren | Netzwerk-Bandbreitenanforderung analysieren | Netzwerk-Bandbreitenanforderungen ermitteln | Netzwerk-Bandbreitenanforderungen untersuchen | Netzwerk-Bandbreitenbedarf analysieren,Ermittlung der Anforderungen an die Übertragungskapazität eines IKT-Netzes oder eines anderen Telekommunikationssystems.,http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,Einrichten von Computersystemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da6393d5-a53c-4863-abc7-51f36281d74e,schlankes Projektmanagement,released,knowledge,sector-specific,Lean Project Management | straffes Projektmanagement,"Methodik zur Planung, Verwaltung und Überwachung von IKT-Ressourcen, um unter Einsatz von IKT-Werkzeugen für das Projektmanagement spezifische Ziele zu erreichen.",http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0413,IKT-Projektmanagement-Methoden | Management und Verwaltung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,frei zugängliche Publikationen verwalten,released,skill/competence,cross-sector,,"Kenntnis der Open-Publication-Strategien, der Informationstechnologie zur Unterstützung der Forschung und der Entwicklung und Verwaltung von CRIS (aktuelle Forschungsinformationssysteme) und institutionellen Repositorien. Beratung in Fragen der Lizenzierung und des Urheberrechts, Verwendung bibliometrischer Indikatoren sowie Messung und Berichterstattung über die Auswirkungen der Forschung.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,Nutzung digitaler Tools für Zusammenarbeit und Produktivität
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dad18fbb-7053-46ed-8a7e-817a10b26ab8,Haus- und Wohnungs-Alarmanlagen programmieren,released,skill/competence,occupation-specific,,"Auswahl der richtigen Einstellungen für die spezifische Situation, in der das Alarmsystem betrieben werden soll. Bei Bedarf Einrichtung von Zonen, für die unterschiedliche Strategien gelten. Festlegen, wie der Alarm ausgelöst und wieder abgeschaltet wird. Festlegung der Maßnahmen, die bei Auslösung des Alarms zu ergreifen sind, und Auswahl diverser anderer Einstellungen.",http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a | http://data.europa.eu/esco/skill/18ab25a5-ce2d-4cd5-b7b0-3890f595f77d,Nutzung digitaler Tools für die Steuerung von Maschinen | Alarmanlage verwalten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dad7e408-162f-46a4-8567-db560e19e2fc,IKT-Systemschwächen identifizieren,released,skill/competence,sector-specific,,"Analyse der System- und Netzarchitektur, der Hardware- und Softwarekomponenten und -daten zur Ermittlung von Schwachstellen und der Anfälligkeit gegenüber Eindringlingen oder Angriffen. Durchführung von Diagnosemaßnahmen für Cyber-Infrastrukturen, einschließlich Erforschung, Identifizierung, Interpretation und Kategorisierung von Schwachstellen, damit verbundenen Angriffen und schädlichen Codes (z. B. Malware-Forensik und bösartige Netzwerkaktivitäten). Vergleichen von Indikatoren oder Beobachtungswerten mit den Anforderungen und Überprüfen von Protokollen, um Hinweise auf frühere Eindringlinge zu finden.
	",http://data.europa.eu/esco/skill/7adb8473-bcc6-4ff8-9850-76d945d40092 | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,IKT-System analysieren | Schützen von IKT-Geräten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac,IKT-Systemanwender und -anwenderinnen betreuen,released,skill/competence,sector-specific,Anleitung zur Benutzung von IKT-Systemen geben | Anwender und Anwenderinnen von IKT-Systemen betreuen | IT-Anwender betreuen | IKT-Systemanwender und -anwenderinnen betreuen | IKT-System-Endbenutzer betreuen | IKT-Systemanwender und -anwenderinnen unterstützen | Benutzer und Benutzerinnen von IKT-Systemen betreuen | IKT-Anwender und -Anwenderinnen betreuen | Benutzerhilfe geben,"Kommunizieren mit Endnutzern, Erteilen von Anweisungen für bestimmte Aufgaben, Nutzung IKT-gestützter Instrumente und Methoden, um Probleme zu beheben, mögliche Nebenwirkungen zu ermitteln und Lösungen zu finden.",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be,Schulung zu betrieblichen Verfahren | andere unterweisen | IKT-Support leisten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db77825e-0f3e-47d0-abdb-356794484272,mathematische Hilfsmittel verwenden,released,skill/competence,cross-sector,mathematische Instrumente verwenden,"Verwendung eines tragbaren elektronischen Geräts, um einfache und komplexe Rechenoperationen durchzuführen.",http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/f5f15f9c-6334-4728-8dc5-3a20a00dfc37,Berechnungen durchführen | Durchführen von Berechnungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221,agile Entwicklung,released,knowledge,sector-specific,agile Softwareentwicklung,Das Modell der agilen Entwicklung ist eine Methodik zur Gestaltung von Softwaresystemen und Anwendungen.,http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,Entwicklung und Analyse von Software und Anwendungen | IKT-Projektmanagement-Methoden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbab7fdd-b99b-4233-bc81-75563eee51a4,Telekommunikationsvorrichtungen zusammenfügen,released,skill/competence,occupation-specific,Telekommunikationsvorrichtungen zusammensetzen | Telekommunikationseinrichtungen zuammenbauen | Telekommunikationsvorrichtungen zusammenfügen | Kleinobjekte und Kleinteile zusammenfügen | Telekommunikationsvorrichtung montieren,"Zusammenfügen von Teilen und Komponenten technischer Geräte, die Informationen senden, übertragen und empfangen.",http://data.europa.eu/esco/skill/592525ab-b517-4c55-8c65-17e0f5d99205,Zusammenbauen elektrischer und elektronischer Produkte
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dc298fac-7ab4-4feb-9b43-33d947d7703e,Standards für webbasiertes E-Learning,released,knowledge,sector-specific,,"Standards und Spezifikationen für webbasiertes E-Learning, wie das Sharable Content Object Reference Model (SCORM), das die Kommunikation zwischen clientseitigen Inhalten und einem Hostsystem definiert und durch ein Lernmanagementsystem unterstützt wird.",http://data.europa.eu/esco/isced-f/0612,Design und Verwaltung von Datenbanken und Netzwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,VBScript,released,knowledge,sector-specific,,"Techniken und Grundsätze der Softwareentwicklung wie Analyse, Algorithmen, Programmierung, Testen und Kompilieren von Programmierparadigmen in VBScript.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,Computerprogrammierung | Entwicklung und Analyse von Software und Anwendungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd0e44b9-b285-4563-8ffc-1d4d96bf548c,Reedsensoren,released,knowledge,occupation-specific,magnetische Näherungsschalter | Reedkontakte,"Sensoren zur Erkennung der Trennung mehrerer magnetischer Bauteile, die häufig zur Einbruchsicherung verwendet werden, weil sie das Öffnen von Türen und Fenstern erkennen.",http://data.europa.eu/esco/isced-f/0714,Elektronik und Automation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd1e0bc8-d54a-435a-bc43-586bac0b8c02,IuK-Sicherheitsinformationen entwickeln,released,skill/competence,occupation-specific,ICT-Sicherheitsinformationen entwickeln | IuK-Sicherheitsinformation entwickeln | IKT-Sicherheitsinformationen entwickeln: IuK-Sicherheitshinweise entwickeln | Sicherheitsinformationen und Warnhinweise vorstellen | Sicherheitsinformationen vorstellen | IT-Sicherheitsinformationen entwickeln,"Erstellen von Warnmeldungen in Form von Dialogfenstern, Nachrichten, Mitteilungen oder Symbolen, die dem Nutzer einen Zustand anzeigen, der künftig ein Problem verursachen könnte, und Übermitteln von standardisierten Sicherheitsinformationen unter Verwendung internationaler Signalwörter.",http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,IKT-Geräte schützen | Schützen von IKT-Geräten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd276faa-ef0a-4ad0-8744-37b883a79b64,Antennen auf Parabolantennen ausrichten,released,skill/competence,occupation-specific,,"Ausrichten der Antennen auf Parabolantennen, um an Ort und Stelle ein möglichst klares Signal für die Rundfunkübertragung zu erhalten.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,Bedienen von Kommunikationsausrüstungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dda69c90-2355-4ab5-b0ef-6ada47f74cc1,Computerhardware testen,released,skill/competence,occupation-specific,,Testen von Hardwaresystemen und -komponenten unter Verwendung geeigneter Geräte. Sammlung und Auswertung von Daten. Überwachung und Bewertung der Systemleistung und erforderlichenfalls Einleitung von Maßnahmen.,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/52b38e90-3d05-4042-a9e2-d19dec8dd7c1,Installation von Bauelementen aus Holz und Metall | kritisch denken | Hardware testen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddb65832-91a7-4157-9488-719a0e2ad87b,Übungen zur Notfallwiederherstellung leiten,released,skill/competence,sector-specific,,"Leitung von Übungen, in denen Menschen lernen, was sie tun müssen, wenn in Bezug auf das Funktionieren oder die Sicherheit von IKT-Systemen ein unvorhergesehenes Ereignis eintritt, z. B. die Wiederherstellung von Daten, der Schutz von Identitäten und Informationen und die Ergreifung geeigneter Maßnahmen, um weitere Probleme zu vermeiden.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/b7e752ec-7b2e-46e6-ac24-8b1233609c31 | http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207,andere unterweisen | Führung und Motivation | Andere führen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,Computertechnologie,released,knowledge,cross-sector,,"Computer, Computernetzwerke und andere Informationstechnologien und -geräte, die Daten speichern, abrufen, übertragen und verarbeiten können.",http://data.europa.eu/esco/isced-f/0714,Elektronik und Automation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddfd922f-a4f7-47a7-bf1c-cf9124e5bf40,Wetterkarten erstellen,released,skill/competence,cross-sector,,"Erstellen grafischer Wetterkarten für bestimmte Gebiete mit Angaben zur Temperatur, zum Luftdruck und zu Regengebieten.",http://data.europa.eu/esco/skill/8f9f8b20-ff26-4392-b04f-695dcde5b90a,Präsentation von Forschungs- oder fachlichen Informationen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddfe79e2-c2e3-4ba7-9bdf-3820b4f75b54,IKT-Anwenderbedarf ermitteln,released,skill/competence,sector-specific,IKT-Anwender-Bedarf ermitteln | Techniken zur Ermittlung des IKT-Anwenderbedarfs einsetzen | IKT-Zielgruppenanalyse durchführen | Verfahren zur Identifizierung des IKT-Anwenderbedarfs anwenden | Bedarf von IKT-Anwendern und -Anwenderinnen ermitteln | IKT-Benutzerbedarf ermitteln | IKT-Anwenderbedarf identifizieren,Ermittlung des Bedarfs und der Anforderungen der Nutzer eines bestimmten IKT-Systems durch Anwendung analytischer Methoden wie der Zielgruppenanalyse.,http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/31c83903-8fc8-4bd8-9ca4-7a98a9c31eae | http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0,IKT-Systemanwender und -anwenderinnen betreuen | Analyse von Geschäftstätigkeiten | Analyse der Kundenbedürfnisse durchführen | technologischen Bedarf feststellen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de0be6e8-644c-4cc9-9c8d-925dd98dda56,Software-Interaktionsdesign,released,knowledge,sector-specific,Softwareinteraktionsdesign | zielorientiertes Interaktionsdesign | Interaction Design | Software-Interaktionsdesigns | Interaktionsdesign | Software-Interaktionsgestaltung | IxD | Benutzerinteraktionsdesign | zielgruppenorientiertes Interaktionsdesign,"Methoden zur Gestaltung der Interaktion zwischen Nutzern und einem Softwareprodukt oder -dienst, um den Bedürfnissen und Präferenzen der meisten an dem Produkt interessierten Personen zu entsprechen und die Kommunikation zwischen Produkt und Nutzer zu vereinfachen (z. B. zielorientiertes Design).",http://data.europa.eu/esco/isced-f/0611,Computernutzung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,Werkzeug für Penetrationstests,released,knowledge,sector-specific,Werkzeug für Penetrationstests an IT-Systemen | Instrument für Penetrationstests | Software für Penetrationstests | Werkzeug für IT-Penetrationstests | Ergebnis eines Penetrationstests,"Spezielle IKT-Werkzeuge, die Sicherheitslücken des Systems auf potenziell unberechtigten Zugriff auf Systeminformationen testen, wie Metasploit, Burp Suite und WebInspect.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/f4a85869-1855-45d5-a43c-7ee8cd451996,Entwicklung und Analyse von Software und Anwendungen | IKT-Sicherheitstests durchführen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de804504-bd5c-465d-b54f-9da299d8ee90,Bestandskontrollsysteme pflegen,released,skill/competence,cross-sector,,Gewährleistung eines stets aktuellen Stands der Bestandskontrollsysteme und Sicherstellen der Inventargenauigkeit.,http://data.europa.eu/esco/skill/7a6f50a7-d876-461a-8336-f85a01af4c5f | http://data.europa.eu/esco/skill/e963cf1f-dc3c-48b2-a0fa-274f5e7f50f6,Kontrolle der Bestandsqualität beaufsichtigen | Lagern von Waren und Materialien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655,Oracle Relational Database,released,knowledge,sector-specific,,"Computerprogramm zur Erstellung, Aktualisierung und Verwaltung von Datenbanken, das vom Softwareunternehmen Oracle entwickelt wurde.",http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f | http://data.europa.eu/esco/isced-f/0612,Datenbankmanagementsysteme | Design und Verwaltung von Datenbanken und Netzwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/debef2fc-7af4-4bff-ac92-4d0317915a84,elektronische Kommunikation,released,knowledge,cross-sector,,"Datenübertragung über digitale Medien wie Computer, Telefon oder E-Mail.",http://data.europa.eu/esco/isced-f/0714,Elektronik und Automation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/def007fa-5fed-4a5f-91a2-b0d7e3db1be1,COBOL,released,knowledge,sector-specific,,"Techniken und Grundsätze der Softwareentwicklung wie Analyse, Algorithmen, Programmierung, Testen und Kompilieren von Programmierparadigmen in COBOL.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,Entwicklung und Analyse von Software und Anwendungen | Computerprogrammierung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df0612db-366c-4ff5-b106-40b9e385195c,Entscheidungsunterstützungssysteme einsetzen,released,skill/competence,sector-specific,,Nutzung von IKT-Systemen zur Unterstützung geschäftlicher oder organisatorischer Entscheidungen.,http://data.europa.eu/esco/skill/6dc2dfac-3e21-44dd-a71c-9a1c8fe2514c | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,selbstständig operative Entscheidungen treffen | Nutzung digitaler Tools für Zusammenarbeit und Produktivität
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df11ab22-3c40-4dc8-ab0c-e9f41e62449e,Fotos bearbeiten,released,skill/competence,sector-specific,,"Vergrößern, Verkleinern, Bearbeiten und Retuschieren von Fotos unter Verwendung von Airbrushverfahren, Bearbeitungssoftware und anderen Techniken.",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a | http://data.europa.eu/esco/skill/91ba97f5-7518-4638-b2d2-308996db3cf8,Nutzung computergestützter Tools zum Bearbeiten von Ton und Bild | Bildbearbeitung durchführen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df12fd50-55dc-4cfd-a021-818880668789,Steuerungen für automatisierte Anlagen pflegen,released,skill/competence,sector-specific,,"Kontrolle, Wartung und Reparatur von elektrischen und elektronischen Elementen. Überprüfung und Aktualisierung der Software für automatisierte Anlagen.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"Instandhaltung von elektrischen, elektronischen und Präzisionsgeräten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e,IKT-Geräte schützen,released,skill/competence,cross-sector,,"Schutz von IKT-Geräten und digitalen Inhalten sowie Kenntnis der Risiken und Bedrohungen in einem digitalen Umfeld. Kenntnis der Schutz- und Sicherheitsmaßnahmen und gebührende Beachtung der Zuverlässigkeit und der Privatsphäre. Einsatz von Instrumenten und Methoden zur Maximierung der Sicherheit von IKT-Geräten und -Informationen durch Zugangskontrollen, z. B. durch Passwörter, digitale Signaturen, Biometrie oder durch Schutzvorkehrungen wie Firewall-, Antivirus- und Spamfiltersysteme.",http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f | http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2,Schützen von IKT-Geräten | IKT-Sicherheit
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df538078-0ccb-4125-a61d-ebaa648b39f2,Computerplanung für Radiotherapie erstellen,released,skill/competence,sector-specific,Computerplanung für Strahlentherapie erstellen | Computerplanung für Strahlenbehandlung erstellen,Erstellung eines dreidimensionalen Plans zur Verteilung der Strahlung auf den zu behandelnden anatomischen Bereich.,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,Nutzung digitaler Tools für Zusammenarbeit und Produktivität
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfb9cec6-3ae3-408a-9d57-c44361bf7aaf,Multimediainhalte zur Verfügung stellen,released,skill/competence,sector-specific,,"Entwicklung von Multimediainhalten wie Screenshots, Grafiken, Diashows, Animationen und Videos, die in einen umfassenderen Informationskontext eingebettet sind.",http://data.europa.eu/esco/skill/96a67da1-881f-4d09-927e-ac75fcff4d93 | http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,Inhalte zusammenstellen | Nutzung computergestützter Tools zum Bearbeiten von Ton und Bild
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfff95c6-9758-4c04-a228-7eaa88dec6cd,organisatorische Komplexität bei der Planung berücksichtigen,released,skill/competence,sector-specific,,"Festlegung einer kontenübergreifenden Authentifizierungs- und Zugriffsstrategie für komplexe Organisationen (z. B. eine Organisation mit unterschiedlichen Compliance-Anforderungen, mehreren Geschäftseinheiten und unterschiedlichen Skalierungsanforderungen). Entwerfen von Netzwerken und Multi-Account-Cloud-Umgebungen für komplexe Organisationen.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,Entwickeln von Lösungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e043aeeb-78f5-4049-afbf-12bba52225bc,Hardwarearchitekturen,released,knowledge,sector-specific,,Ausführungen der physischen Hardwarekomponenten und ihre Vernetzung.,http://data.europa.eu/esco/isced-f/0714 | http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523,Elektronik und Automation | IKT-Infrastruktur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e06ec50c-68f9-470f-8dc2-7488109c2dfd,Glücksspieldaten analysieren,released,skill/competence,sector-specific,,"Analyse relevanter Daten, die bei Spiel-, Wett- oder Lotterietätigkeiten gesammelt wurden. Verarbeitung der Daten, um Schlussfolgerungen für einen effizienten Betrieb des Wett- oder Lotteriebetriebs zu ziehen.",http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696 | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,"Analyse von Geschäftstätigkeiten | Daten untersuchen | Daten, Informationen und digitale Inhalte bewerten | quantitative Daten verwalten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e08821b5-d6dd-4db9-a0f1-43185653c244,Leistungsfähigkeit von Kommunikationswegen überwachen,released,skill/competence,sector-specific,,Suche nach möglichen Fehlern. Durchführung visueller Kontrollen. Analyse von Systemindikatoren und Verwendung von Diagnosegeräten.,http://data.europa.eu/esco/skill/f7fc7bf8-f41d-44af-81e3-09b88e9779e6,Testen von elektrischen und mechanischen Systemen oder Ausrüstungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0ae0101-ab8f-47a2-938b-ab0cc367b3b5,Lagerdatenbank pflegen,released,skill/competence,sector-specific,,"Pflege der digitalen Lagerdatenbank, damit sie stets aktuell und auf allen Wegen zugänglich ist.",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"Datenbanken nutzen | Verwaltung, Sammlung und Speicherung digitaler Daten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e13b734a-218c-434a-a7cc-febac6d24ef3,Callcenter-Technologien,released,knowledge,cross-sector,,"Breite Palette an Hardware und Software für die Telekommunikation, wie automatisierte Telefonsysteme und Kommunikationsgeräte.",http://data.europa.eu/esco/isced-f/0612,Design und Verwaltung von Datenbanken und Netzwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1e99428-b91b-45e1-8ede-ed0cbf161930,IuK-Kundenbetreuungsprozess einrichten,released,skill/competence,sector-specific,,"Einrichten einer Reihe von Dienstleistungsaktivitäten im IuK-Bereich, die vor, während und nach einer Kundenanfrage auszuführen sind. Gewährleistung einer angemessenen Reaktion oder Maßnahme, Erhöhung der Kundenzufriedenheit und Einholen von Feedback zu IKT-Produkten oder -Dienstleistungen.",http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac | http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be,IKT-Systemanwender und -anwenderinnen betreuen | Entwicklung betrieblicher Strategien und Verfahren | IKT-Support leisten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e23e81f5-18db-49aa-ad9b-b3d0fdcad1d2,Website auf Fehler überprüfen,released,skill/competence,occupation-specific,Fehlerdiagnose für Website durchführen | Websites auf Fehler überprüfen | Website-Troubleshooting durchführen | Webseite auf Fehler überprüfen | Internetseite auf Fehler überprüfen,"Erkennung von Mängeln und Fehlfunktionen einer Website. Behebung der Fehlfunktionen durch Fehlersuche in Bezug auf Inhalt, Struktur, Schnittstellen und Interaktionen.",http://data.europa.eu/esco/skill/744442ac-c157-4350-8be0-ce454df4f5c5 | http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb | http://data.europa.eu/esco/skill/d04ee340-5378-4601-8181-19da6d5cbfe0 | http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40,IKT-Problembehebung durchführen | Lösen von Computerproblemen | Website pflegen | Fehlersuche betreiben
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2b05bcb-b60e-45b5-baa6-3a67ebe77538,Fahrerassistenzsysteme (FAS),released,knowledge,sector-specific,,"Intelligente fahrzeuggestützte Sicherheitssysteme, die die Sicherheit im Straßenverkehr in Bezug auf Unfallvermeidung, Minderung der Unfallschwere und Schutz sowie automatische Meldung nach einem Unfall verbessern könnten. Sie sind integriert in fahrzeug- oder infrastrukturbasierte Systeme, die zu einigen oder allen dieser Unfallphasen beitragen. Ganz allgemein sollen einige Fahrerunterstützungssysteme die Sicherheit verbessern, während andere Komfortfunktionen darstellen.
   ",http://data.europa.eu/esco/isced-f/0619,Informations- und Kommunikationstechnologien – nirgendwo sonst klassifiziert
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2b82b00-f07f-4fc8-a7bb-c8febf65efe5,Berechnungen aus Prospektionen vergleichen,released,skill/competence,sector-specific,,Ermitteln der Genauigkeit von Daten durch Vergleich der Berechnungen mit den anwendbaren Standards.,http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,Analyse wissenschaftlicher und medizinischer Daten
