conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17b8aac7-6444-4fcc-bb51-a158df61ffbc,knowledge,sector-specific,Elektrostimulation in der Akupunktur,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Bei der Akupunktur angewandte Technik, bei der Akupunkturnadeln an ein Elektrostimulationsgerät angeschlossen werden, damit die behandelten Akupunkturpunkte durch elektrische Impulse stimuliert werden."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17c4385f-ee2d-4105-b0a1-32dded6987a2,skill/competence,sector-specific,Labortests an Proben von Tieren durchführen,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Einfache Verfahren in einem Labor für die tierärztliche Praxis mit Tierproben durchführen und auswerten, um Krankheitserreger zu erkennen, zu identifizieren oder zu quantifizieren, die Funktionen eines Organs zu bewerten oder die Art einer Krankheit zu bestimmen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5,skill/competence,cross-sector,geschäftliche Auswirkungen von IKT-Prozessen bewerten,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/member-skills",Die konkreten Auswirkungen der Einführung neuer IKT-Systeme und Funktionen auf die derzeitige Unternehmensstruktur und die organisatorischen Verfahren bewerten.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17cb7368-2d27-4caf-8a34-e7ce96af89fe,skill/competence,sector-specific,Lehrpersonal supervidieren,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Die Arbeit des Bildungspersonals wie Lehr- oder Forschungsassistenten/-innen und Lehrkräfte sowie deren Methoden überwachen und bewerten. Sie bei Bedarf betreuen, schulen und beraten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17e18610-3f53-48e8-8d6d-4c9e9cd71f93,knowledge,occupation-specific,Treibladungsarten,Arten von Treibladungen,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Bereich der Informationen, bei dem verschiedene Treibladungsarten unterschieden werden, z. B. Schwarzpulver bis hin zu Formen von rauchschwachem Pulver, das aus Nitrocellulose gewonnen wird. Sie entwickeln ein sich ausdehnendes Gas, mit dem die Patrone geschossen wird. Andere Unterschiede ergeben sich aus der Expansionsrate, der Größe und der Form des Pulvers."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17e222ea-b04a-4b8c-961d-6552c1ea7589,skill/competence,cross-sector,Forschung zu sprachmedizinischen Themen betreiben,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Forschung zu sprachbezogenen Themen durchführen und leiten, Berichterstattung über die Ergebnisse, um die Entwicklung neuer Verfahren, Technologien oder Behandlungen zu unterstützen oder bestehende Verfahren zu verbessern."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17ef492d-0667-4741-99db-bcb1b17159aa,skill/competence,occupation-specific,Baumstämme begutachten,Sägeblöcke begutachten,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Baumstämme überprüfen und begutachten, um die Vollständigkeit des Entrindungsprozesses zu erkennen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17fa2e6a-ca80-4d60-afb0-03f170e9d5f3,skill/competence,sector-specific,Proben entnehmen,,,released,2024-01-15T16:04:16.264Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Geräte zur Entnahme von Wasser-, Gas- oder Bodenproben einrichten und betreiben."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17fa5b53-fd59-49eb-8763-29255a185d26,skill/competence,sector-specific,Boden präparieren,,,released,2022-12-05T10:17:31.46Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Den Boden für die Verlegung von Rasen oder zur Aussaat präparieren, indem der optimale Boden, die Bodentiefe und die geeigneten Düngemittel ausgewählt werden."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18077f24-52ea-4562-94ba-c7caab0d1033,knowledge,occupation-specific,Unterhaltungsbranche,"Entertainmentbranche
Unterhaltungsindustrie",,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Am Unterhaltungsgeschäft Beteiligte, wie Produzenten, Manager, Künstler, Musiker und Techniker."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/180a1099-978f-494a-aee0-3e5ae5c2f381,skill/competence,cross-sector,Strategien für Aquakulturen entwickeln,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Strategien für Aquakulturprojekte auf der Grundlage von Berichten und Forschungsarbeiten zur Behandlung spezifischer Fischzuchtprobleme kultivieren. Arbeiten zur Verbesserung der Aquakulturproduktion und zur Lösung weiterer Probleme planen und organisieren.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/180e6498-2663-4e65-95d7-a86928662a2c,skill/competence,cross-sector,Werkstoffe mischen,,,released,2023-12-01T14:42:39.778Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Werkstoffe wie Reagenzien, Katalysatoren und verschiedene Chemikalien mischen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1810910f-6498-44c3-9cd2-8b8fb4b9434b,skill/competence,sector-specific,Ausrüstung für Aquakulturen instand halten,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Aquakulturanlagen und -maschinen, wie z. B. geschlossene Systeme, Hebevorrichtungen, Transportausrüstung, Desinfektionsausrüstung, Heizanlagen, Ausrüstung für die Sauerstoffzufuhr, Elektroausstattung, Druckluftheber, Tauchpumpen, Pumpen für lebende Fische und Vakuumpumpen überwachen und instand halten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/181621db-002a-4d8d-b9e8-21451e76115f,knowledge,cross-sector,Rechte der Opfer von Straftaten,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Rechte, auf die die Opfer einer Straftat nach nationalem Recht Anspruch haben."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/182067ac-3d4f-4919-b591-738cbd39a429,skill/competence,occupation-specific,Zugang zum Tresor verwalten,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Den Zugang zu Tresoren für autorisierte Personen gewährleisten und die Tresore für Finanztransaktionen öffnen. Dienstleistungen eines Tresorwärters erbringen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18226538-812b-4b59-a361-cdd58d76673d,skill/competence,occupation-specific,Feuchtigkeitsprobleme von Gebäuden regeln,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Verfahren des Feuchtigkeitsschutzes und Reparaturen verwenden, um Probleme zu beseitigen, die die Struktur von Wänden oder Möbeln, Tapeten, Gips und Lackierung beschädigen können."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1823e4b1-4732-4438-90ed-07b6ca3e0cc5,skill/competence,sector-specific,Flugbewegungen ausüben,,,released,2023-05-05T16:22:08.505Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Flugbewegungen unter Verwendung der angemessenen Ausrüstung in vertikalen Tanzchoreografien ausüben.
    "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18242411-8c5e-48d7-ba6a-e1b5a7cd1330,skill/competence,occupation-specific,bei Begleitdiensten Geheimhaltung wahren,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Kunden unter Geheimhaltung Begleitdienste anbieten. Auf die Privatsphäre der Kunden achten, indem keine persönlichen Informationen über sie offengelegt werden."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/182915aa-3470-433a-9b12-347511befcde,skill/competence,cross-sector,Aufzeichnungen über Wartungseingriffe führen,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Schriftliche Aufzeichnungen über sämtliche durchgeführten Reparatur- und Wartungseingriffe führen, einschließlich Angaben zu den verwendeten Teilen und Werkstoffen usw."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/182afdb1-ea05-49c3-9e51-2449c340c1ce,skill/competence,sector-specific,Eisenbahnschaltpläne lesen,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Bei der Konstruktion, bei der Störungsbehebung, bei der Wartung und Erprobung sowie bei der Reparatur oder dem Austausch von Bauteilen Schaltpläne lesen und verstehen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/183134a2-3f8e-4a38-9e81-35c2bec0272b,skill/competence,sector-specific,Preisbildungsstrategien festlegen,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Die zur Festlegung des Produktwerts angewandten Methoden unter Berücksichtigung der Marktbedingungen, der Tätigkeiten von Wettbewerbern, der Eingangskosten usw. anwenden."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1835a7c1-600e-4b16-a0af-fb4f7d8d77b9,skill/competence,sector-specific,persönliche Fertigkeiten entwickeln,"persönliche Kompetenzen entwickeln
persönliche Fähigkeiten entwickeln",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Ziele für die persönliche Entwicklung festlegen und entsprechend handeln. Die persönliche Entwicklung durch eine Analyse der Arbeitserfahrung und die Bestimmung des Verbesserungsbedarfs planen. Unter Berücksichtigung der eigenen Fähigkeiten und Möglichkeiten sowie von Rückmeldungen an Schulungen teilnehmen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/183dfd0f-9965-4ecc-b42d-72dee6baeab8,knowledge,sector-specific,Werkstein,Naturwerkstein,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Arten von Steinen, die nach detaillierten Spezifikationen von Größe, Form, Farbe und Haltbarkeit geschnitten und bearbeitet werden. Werksteine werden zur Verwendung in Gebäuden, Pflasterungen, Denkmälern usw. in Auftrag gegeben."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/183eb46f-24f6-4e15-8017-93f10039c0a6,skill/competence,sector-specific,Fahrzeugaufzeichnungen führen,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Durch die genaue Erfassung von Wartungsvorgängen und Reparaturen Fahrzeugaufzeichnungen führen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18508acd-a561-4d3a-bc93-9261021edc10,skill/competence,occupation-specific,Kopplung von Waggons durchführen,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",In Rangierbahnhöfen die Kopplung von Waggons durchführen. Einsatz von Kupplungsmechanismen zur Verbindung von Rollmaterial.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18532b8f-360c-4e69-94f8-50795b07277a,knowledge,sector-specific,Weinverschneiden,"Verschnitt von Weinen
Verschneiden von Weinen",,released,2023-02-17T09:49:09.711Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Mischverfahren für Weine unter Berücksichtigung von Faktoren, die die Wahrnehmung von Wein durch den Verkoster beeinflussen, und Beseitigung von Faktoren, die eine objektive Prüfung behindern könnten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1854ad4a-9789-4596-9a9e-fed7b8a29c50,skill/competence,occupation-specific,mit Lieferanten/Lieferantinnen im Gesundheitswesen umgehen,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Beziehungen zu Lieferanten pflegen, die medizinische Geräte, Werkzeuge und Zubehör verkaufen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/185647bf-e101-4080-9a40-09173d7eefd0,skill/competence,transversal,Walisisch sprechen,Kymrisch sprechen,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Sich mündlich auf Walisisch verständigen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18591ccc-3c25-43eb-871a-b0fefeee3b93,knowledge,sector-specific,Forensische Psychiatrie,,,released,2023-08-04T09:58:21.486Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Angewandte Psychiatrieverfahren, die Organisierung und die Aufgaben sowohl im strafrechtlichen als auch im zivilrechtlichen Rahmen der Justiz."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1859883d-c047-4fe1-8e74-7bb4385d6ad2,skill/competence,sector-specific,3D-Bildgebungsverfahren anwenden,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Eine Vielzahl von Techniken, wie z. B. digitale Bildhauerei, Kurvenmodellierung und 3D-Scannen anwenden, um 3D-Bilder wie Punktwolken, 3D-Vektorgrafiken und 3D-Oberflächenformen zu erstellen, zu bearbeiten, zu bewahren und zu nutzen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/185b57ee-48e0-4753-a6e1-20a4e257c773,skill/competence,occupation-specific,Honiggewinnungsmaschine beaufsichtigen,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Eine Maschine, z. B. radiale oder tangentielle Schleudern, betreiben, die Honig aus Waben gewinnt."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1864d4a3-eb9c-44f2-84f3-77137db21aeb,skill/competence,cross-sector,Pumpen bedienen,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Industriepumpen betreiben, um überschüssige Flüssigkeit zu entfernen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/186776ca-1758-454f-a544-2004f21bee9f,skill/competence,sector-specific,bei der veterinärmedizinischen Anästhesie assistieren,,,released,2016-12-20T21:21:55Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Dem Tierarzt/der Tierärztin bei der Verabreichung von Anästhetika an Tiere assistieren, einschließlich der Aufrechterhaltung und Überwachung der Anästhesie während der veterinärmedizinischen Maßnahmen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/186ba200-6c13-4ffd-947d-dbfe75a2b985,knowledge,sector-specific,Qualitätskriterien für die Tierfutterproduktion,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Qualitätssicherungskonzepte, -verfahren und -systeme, um die Analyse von Futtermitteln und Futtermittelzutaten zu ermöglichen und deren Nährwert festzulegen. Bewertung der Funktionsweise eines Labors zur Futtermittelanalyse und der Einhaltung internationaler Normen.   
 
 
 "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/186da517-9a3e-41cd-9158-4001e3694459,knowledge,sector-specific,ökologische Landwirtschaft,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Grundsätze, Techniken und Vorschriften der ökologischen Landwirtschaft. Die ökologische/biologische Landwirtschaft ist eine landwirtschaftliche Produktionsmethode, die einen besonderen Schwerpunkt auf Umweltschutz und ökologische Balance legt."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1874fc9d-9f87-44f4-8509-4539c36d5dd7,skill/competence,sector-specific,Gummimaschinen einstellen,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Gummimaschinen wie in den Spezifikationen vorgeschrieben einrichten, um ihre Geschwindigkeit, ihren Druck und ihre Temperatur zu regeln."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/187f82c7-b165-4e6b-b327-704e38e85cdd,knowledge,sector-specific,Fahrzeugdiagnoseausrüstung,Fahrzeugdiagnosegeräte,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Ausrüstung zur Untersuchung von Fahrzeugsystemen und -komponenten.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/188048ff-18bf-43c4-a1a0-7adb6e68f421,skill/competence,cross-sector,Bedienung von Maschinen überwachen,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Beobachtung von Maschinenvorgängen und Bewertung der Produktqualität, um die Einhaltung der Normen zu gewährleisten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1883a1f5-f190-4ef3-8521-36d8cc6dbb47,skill/competence,cross-sector,Steuererklärungen prüfen,,,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Die Unterlagen prüfen, mit denen die Heranziehung zu einer Besteuerung erklärt wird, die nicht automatisch von den Löhnen und Gehältern einbehalten wird, um sicherzustellen, dass die steuerpflichtigen Personen und Organisationen die Steuern korrekt entrichten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/188413a9-94b8-4784-9a26-fdae678e49fb,skill/competence,occupation-specific,auf Konferenzen dolmetschen,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Techniken zum Dolmetschen schriftlicher oder mündlicher Informationen auf Konferenzen in die Praxis umsetzen. Die Genauigkeit und die Nuancen der Botschaft von einer Sprache zur anderen beibehalten.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1889010b-f796-4a79-ba6e-7451dc6e3e4a,skill/competence,sector-specific,Dämmstoff zuschneiden,Isolierstoff zuschneiden,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Dämmstoff schneiden, damit er in einen Raum passt, wenn dieser zu klein, zu groß oder unregelmäßig geformt ist."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/188ad0ce-1703-4d41-801b-201d739aeede,skill/competence,cross-sector,Lagereinrichtungen instand halten,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Reinigungsgeräte, die Heizung oder Klimatisierung von Lagereinrichtungen und die Temperatur der Räume instand halten oder deren Instandhaltung gewährleisten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/188fdd8d-eaa6-4a1c-bdfc-46db60de4975,skill/competence,occupation-specific,Nikotingehalt pro Zigarre kontrollieren,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Nikotingehalte in Tabakblättern kontrollieren, um die erforderlichen Nikotingehalte in jeder Zigarre aufrechtzuerhalten und gegebenenfalls die einschlägigen Vorschriften einzuhalten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18913a8e-6359-4c28-bb0a-323b774ae6dd,skill/competence,cross-sector,religiöse Missionsarbeit durchführen,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","In einem religiösen Kontext entwickelte Missionsarbeit in anderen Ländern durchführen, um Hilfe und karitative Dienstleistungen bereitzustellen, Einheimische in religiösen Fragen zu unterrichten und religiöse Organisationen im Missionsgebiet zu gründen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/189777b9-6e95-4f76-b8db-f8e0f0477bc6,skill/competence,sector-specific,Bewässerungsstrategien entwickeln,,,released,2023-08-31T15:46:39.714Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Planung der Einführung von Methoden und Verfahren für die künstliche Bewässerung des Bodens unter Berücksichtigung von Strategien für die Nachhaltigkeit der Wassernutzung.
 "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/189ef81e-5b3e-4c26-b49c-cfd05f140c35,skill/competence,sector-specific,Fisch lagern,,,released,2020-06-16T13:16:08.15Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Platzierung von Fischen in Halteeinrichtungen. Gewährleisten angemessener Umgebungsbedingungen innerhalb der Becken.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18a5e674-550e-4fdf-98e9-df4584e2869c,skill/competence,sector-specific,Beschäftigten in der Landwirtschaft Arbeit zuweisen,,,released,2024-01-12T14:38:31.638Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Arbeit, wie zum Beispiel den Anbau, die Bewässerung oder die Ernte von Pflanzen oder Pflanzen zuweisen. Produktverpackung oder -einstufung überwachen und Ausrüstung warten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18ab25a5-ce2d-4cd5-b7b0-3890f595f77d,skill/competence,sector-specific,Alarmanlage verwalten,"Alarmvorrichtung
Alarmsystem verwalten
Warnanlage verwalten
Meldesystem verwalten
Alarmanlage beaufsichtigen
Alarmeinrichtung
Einbruchmeldeanlage
Warnsystem verwalten
Warneinrichtung",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Ein System zum Nachweis des Eindringens und der unbefugten Eindringlinge in eine Anlage einrichten und warten.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18b9258a-53b9-4145-84c0-8f454684dde0,skill/competence,sector-specific,Terrazzo pflegen,Terrazzo instandhalten,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Altes Terrazzo behandeln, indem fehlende Granulate oder Mosaike ersetzt werden, wobei Chemikalien verwendet werden, um die gewünschte Farbe zu erhalten, Schleifen und Polieren, um der Oberfläche ein neues glänzendes Aussehen zu verleihen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18becb9d-75e2-4f4e-a24c-72060c14e83e,skill/competence,cross-sector,Maschinen mit Rohmaterialien beschicken,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Rohmaterialien, Chemikalien und Verarbeitungshilfsstoffe in Maschinen eingeben."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18bf658e-ff9b-4151-adea-c03f06538a4d,skill/competence,sector-specific,Garantieunterlagen für digitale Ausrüstung verwalten,,,released,2024-01-10T16:21:21.001Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Für interne Kundinnen/Kunden Garantieunterlagen für digitale Ausrüstung bereitstellen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18c4eca7-d4da-4290-b15d-4a6745ec60e4,skill/competence,occupation-specific,Nibbelmaschine pflegen,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Eine Metallbearbeitungsmaschine pflegen, die so konstruiert ist, dass sie in eine Metalloberfläche detaillierte Einkerbungen stanzt, den Prozess des Nibbelns durchführen, die Maschine überwachen und gemäß den Vorschriften bedienen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18c984a3-d415-4130-82db-295386bd7c4f,skill/competence,occupation-specific,Zylinderdaten aufzeichnen,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Für jeden Zylinder die Angaben zu Gewicht, Nummer und Typ des enthaltenen Gases aufzeichnen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e,skill/competence,occupation-specific,Auftritte organisieren,Bookings organisieren,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Shows, Aufführungen, Konzerte usw. für Kundinnen/Kunden organisieren."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18d3f89a-6ac5-4ca6-bf93-0baec4e13bcd,skill/competence,occupation-specific,Fotovoltaikanlagen installieren,,,released,2023-04-05T07:52:08.907Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Systeme installieren, die durch die Umwandlung von Licht in elektrischen Strom (Fotovoltaik) elektrische Energie generieren. Konformität mit Vorschriften sicherstellen; korrekter Ein-/Aufbau der Fotovoltaikanlage."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18d47546-b92a-4bb3-9134-7694ce937ca7,skill/competence,sector-specific,Musikinstrumente wiederherstellen,Musikinstrumente restaurieren,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Alte Musikinstrumente wieder in ihren ursprünglichen Zustand versetzen und in diesem Zustand erhalten.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18de364d-dd1f-4770-8173-e26171898f7b,skill/competence,occupation-specific,Hundefell für weitere Behandlungen trocknen,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Hundefell und -haut trocknen und unter Verwendung geeigneter Geräte und Produkte für das Styling und Finishing vorbereiten.
