conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/isced-f/0812,Gartenbau,,,released,2021-03-12T10:30:59.29Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,0812
SkillGroup,http://data.europa.eu/esco/isced-f/0819,Agrarwissenschaften – nirgendwo sonst klassifiziert,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0819
SkillGroup,http://data.europa.eu/esco/isced-f/082,Forstwissenschaft,,,released,2024-05-02T16:02:09.087Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,082
SkillGroup,http://data.europa.eu/esco/isced-f/0821,Forstwissenschaft,,,released,2024-05-02T16:02:00.811Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,0821
SkillGroup,http://data.europa.eu/esco/isced-f/083,Fischereiwirtschaft,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,083
SkillGroup,http://data.europa.eu/esco/isced-f/0831,Fischereiwirtschaft,,,released,2021-03-16T13:50:37.609Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,0831
SkillGroup,http://data.europa.eu/esco/isced-f/084,Veterinärwissenschaft,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,084
SkillGroup,http://data.europa.eu/esco/isced-f/0841,Veterinärwissenschaft,,,released,2023-02-22T20:03:53.109Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0841
SkillGroup,http://data.europa.eu/esco/isced-f/088,"Interdisziplinäre Bildungsprogramme und Qualifikationen in Bezug auf Agrarwissenschaft, Forstwissenschaft, Fischereiwirtschaft und Veterinärwissenschaft",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,088
SkillGroup,http://data.europa.eu/esco/isced-f/0888,"Interdisziplinäre Bildungsprogramme und Qualifikationen in Bezug auf Agrarwissenschaft, Forstwissenschaft, Fischereiwirtschaft und Veterinärwissenschaft",,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,0888
SkillGroup,http://data.europa.eu/esco/isced-f/089,"Agrarwissenschaft, Forstwissenschaft, Fischereiwirtschaft und Veterinärwissenschaft – nirgendwo sonst klassifiziert",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,089
SkillGroup,http://data.europa.eu/esco/isced-f/0899,"Agrarwissenschaft, Forstwissenschaft, Fischereiwirtschaft und Veterinärwissenschaft – nirgendwo sonst klassifiziert",,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,0899
SkillGroup,http://data.europa.eu/esco/isced-f/09,Gesundheit und soziale Dienste,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,09
SkillGroup,http://data.europa.eu/esco/isced-f/090,Gesundheit und soziale Dienste – nicht näher definiert,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,090
SkillGroup,http://data.europa.eu/esco/isced-f/0900,Gesundheit und soziale Dienste – nicht näher definiert,,,released,2024-04-10T10:11:41.662Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0900
SkillGroup,http://data.europa.eu/esco/isced-f/091,Gesundheit,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,091
SkillGroup,http://data.europa.eu/esco/isced-f/0910,Gesundheit – nicht näher definiert,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0910
SkillGroup,http://data.europa.eu/esco/isced-f/0911,Zahnmedizin,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0911
SkillGroup,http://data.europa.eu/esco/isced-f/0912,Medizin,,,released,2023-07-05T15:39:12.407Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0912
SkillGroup,http://data.europa.eu/esco/isced-f/0913,Krankenpflege und Hebammenausbildung,,,released,2021-09-20T12:26:36.821Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0913
SkillGroup,http://data.europa.eu/esco/isced-f/0914,Medizinische Diagnostik und Medizintechnologie,,,released,2023-07-04T12:51:47.743Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0914
SkillGroup,http://data.europa.eu/esco/isced-f/0915,Therapie und Rehabilitation,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,0915
SkillGroup,http://data.europa.eu/esco/isced-f/0916,Pharmazie,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0916
SkillGroup,http://data.europa.eu/esco/isced-f/0917,Traditionelle und komplementäre Medizin und Therapie,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0917
SkillGroup,http://data.europa.eu/esco/isced-f/0919,Gesundheit – nirgendwo sonst klassifiziert,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0919
SkillGroup,http://data.europa.eu/esco/isced-f/092,Soziale Dienste,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,092
SkillGroup,http://data.europa.eu/esco/isced-f/0920,Soziale Dienste – nicht näher definiert,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,0920
SkillGroup,http://data.europa.eu/esco/isced-f/0921,Pflege älterer Menschen und erwachsener Personen mit Behinderung,,,released,2021-10-04T20:14:30.53Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,0921
SkillGroup,http://data.europa.eu/esco/isced-f/0922,Kinder- und Jugendbetreuung,,,released,2023-07-04T07:50:56.183Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0922
SkillGroup,http://data.europa.eu/esco/isced-f/0923,Sozialarbeit und Beratung,,,released,2023-06-30T14:28:45.421Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,0923
SkillGroup,http://data.europa.eu/esco/isced-f/0929,Soziale Dienste – nirgendwo sonst klassifiziert,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0929
SkillGroup,http://data.europa.eu/esco/isced-f/098,Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Gesundheit und sozialen Diensten,,,released,2024-05-02T16:01:21.601Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,098
SkillGroup,http://data.europa.eu/esco/isced-f/0988,Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Gesundheit und sozialen Diensten,,,released,2024-05-02T16:01:14.094Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0988
SkillGroup,http://data.europa.eu/esco/isced-f/099,Gesundheit und soziale Dienste – nirgendwo sonst klassifiziert,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,099
SkillGroup,http://data.europa.eu/esco/isced-f/0999,Gesundheit und soziale Dienste – nirgendwo sonst klassifiziert,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,0999
SkillGroup,http://data.europa.eu/esco/isced-f/10,Dienstleistungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,10
SkillGroup,http://data.europa.eu/esco/isced-f/100,Dienstleistungen – nicht näher definiert,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,100
SkillGroup,http://data.europa.eu/esco/isced-f/1000,Dienstleistungen – nicht näher definiert,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,1000
SkillGroup,http://data.europa.eu/esco/isced-f/101,Dienstleistungen für den persönlichen Bedarf,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,101
SkillGroup,http://data.europa.eu/esco/isced-f/1010,Dienstleistungen für den persönlichen Bedarf – nicht näher definiert,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,1010
SkillGroup,http://data.europa.eu/esco/isced-f/1011,Dienstleistungen im Haushalt,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,1011
SkillGroup,http://data.europa.eu/esco/isced-f/1012,Haar- und Schönheitspflege,,,released,2023-01-25T20:17:17.229Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,1012
SkillGroup,http://data.europa.eu/esco/isced-f/1013,"Hotels, Restaurants und Catering",,,released,2023-07-05T09:23:20.685Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,1013
SkillGroup,http://data.europa.eu/esco/isced-f/1014,Sport,,,released,2023-07-05T16:32:27.796Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1014
SkillGroup,http://data.europa.eu/esco/isced-f/1015,"Reise, Tourismus und Freizeit",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,1015
SkillGroup,http://data.europa.eu/esco/isced-f/1019,Dienstleistungen für den persönlichen Bedarf – nirgendwo sonst klassifiziert,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,1019
SkillGroup,http://data.europa.eu/esco/isced-f/102,Dienstleistungen im Bereich Hygiene und Arbeitsschutz,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,102
SkillGroup,http://data.europa.eu/esco/isced-f/1020,Dienstleistungen im Bereich Hygiene und Arbeitsschutz – nicht näher definiert,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,1020
SkillGroup,http://data.europa.eu/esco/isced-f/1021,Kommunale Hygiene,,,released,2020-12-07T11:59:16.586Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,1021
SkillGroup,http://data.europa.eu/esco/isced-f/1022,Arbeitsschutz,,,released,2023-06-30T08:19:29.191Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,1022
SkillGroup,http://data.europa.eu/esco/isced-f/1029,Dienstleistungen im Bereich Hygiene und Arbeitsschutz – nirgendwo sonst klassifiziert,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,1029
SkillGroup,http://data.europa.eu/esco/isced-f/103,Dienstleistungen im Bereich Sicherheit,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,103
SkillGroup,http://data.europa.eu/esco/isced-f/1030,Dienstleistungen im Bereich Sicherheit – nicht näher definiert,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,1030
SkillGroup,http://data.europa.eu/esco/isced-f/1031,Militär und Verteidigung,,,released,2020-12-10T13:06:54.77Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,1031
SkillGroup,http://data.europa.eu/esco/isced-f/1032,Objekt- und Personenschutz,,,released,2023-06-20T08:55:20.116Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,1032
SkillGroup,http://data.europa.eu/esco/isced-f/1039,Dienstleistungen im Bereich Sicherheit – nirgendwo sonst klassifiziert,,,released,2023-07-05T13:04:06.443Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,1039
SkillGroup,http://data.europa.eu/esco/isced-f/104,Dienstleistungen im Bereich Verkehr,,,released,2024-05-02T16:00:09.865Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,104
SkillGroup,http://data.europa.eu/esco/isced-f/1041,Dienstleistungen im Bereich Verkehr,,,released,2024-05-02T16:00:02.203Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1041
SkillGroup,http://data.europa.eu/esco/isced-f/108,Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Dienstleistungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,108
SkillGroup,http://data.europa.eu/esco/isced-f/1088,Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Dienstleistungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1088
SkillGroup,http://data.europa.eu/esco/isced-f/109,Dienstleistungen – nirgendwo sonst klassifiziert,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,109
SkillGroup,http://data.europa.eu/esco/isced-f/1099,Dienstleistungen – nirgendwo sonst klassifiziert,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1099
SkillGroup,http://data.europa.eu/esco/isced-f/99,Bereich nicht bekannt,,,released,2021-03-12T11:44:36.574Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,99
SkillGroup,http://data.europa.eu/esco/isced-f/999,Bereich nicht bekannt,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,999
SkillGroup,http://data.europa.eu/esco/isced-f/9999,Bereich nicht bekannt,,,released,2022-01-12T20:03:01.494Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,9999
SkillGroup,http://data.europa.eu/esco/skill/00d5d1d2-c521-4c58-9df5-2939c0ce9adb,Begleitung und Begrüßung von Personen,,,released,2022-07-15T14:44:44.924Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.4.2
SkillGroup,http://data.europa.eu/esco/skill/0101f8a4-4243-4e67-813b-3e2a6274f7e2,Beobachtung von Entwicklungen in einem Fachgebiet,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.9
SkillGroup,http://data.europa.eu/esco/skill/021a23e1-907e-4627-b05a-555f889cbb65,Fähigkeiten und Kompetenzen im Bereich Selbstmanagement,"selbstdisziplin
Selbstregulierung
Selbstkontrolle
professionelle Einstellung",,released,2021-08-30T08:11:14.03Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Fähigkeiten und Kompetenzen, die den Einzelnen dazu befähigen, seine eigenen Fähigkeiten und Grenzen zu verstehen und zu kontrollieren und diese Selbsterkenntnis zur Bewältigung von Aktivitäten in unterschiedlichen Kontexten einzusetzen. Dazu gehört die Fähigkeit, reflektiert und verantwortungsbewusst zu handeln, Feedback anzunehmen, sich an Veränderungen anzupassen und nach Möglichkeiten der persönlichen und beruflichen Weiterentwicklung zu suchen.
  ",T3
SkillGroup,http://data.europa.eu/esco/skill/02208098-ee91-4df0-8581-5c1a04d8fe0a,"Installation, Wartung und Reparatur mechanischer Ausrüstungen",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.7
SkillGroup,http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,Zusammenarbeiten in Teams und Netzwerken,"mit anderen zusammenarbeiten
Handeln mit anderen, um Ziele zu erreichen",,released,2021-09-14T07:57:53.667Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Unterstützung oder Aufbau einer Gruppe, um auf ein gemeinsames Ziel hinzuarbeiten, und zwar auf eine Art und Weise, die Verständnis und Respekt für die Rollen und Kompetenzen der Anderen zeigt.
  ",T4.3
SkillGroup,http://data.europa.eu/esco/skill/03961960-e729-4768-ab0a-49886132f17a,Benutzung von Fremdsprachen,,,released,2021-04-14T10:04:10.228Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.15.1
SkillGroup,http://data.europa.eu/esco/skill/03e0b95b-67d1-457a-b3f7-06c407cf6bec,Handhabung/Transport und Bewegung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6
SkillGroup,http://data.europa.eu/esco/skill/03efa398-a1cc-4589-9c10-84bf10f8d42d,"Installation, Wartung und Reparatur mechanischer Ausrüstungen",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.7.0
SkillGroup,http://data.europa.eu/esco/skill/048812ba-45ff-4801-b04f-b20c03432809,Schutz und Durchsetzung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.3
SkillGroup,http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,Querschnittsfähigkeiten und kompetenzen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,T
SkillGroup,http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,Beratung zu Umweltthemen,,,released,2023-06-20T14:35:24.12Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.5.5
SkillGroup,http://data.europa.eu/esco/skill/06769591-b8cf-46b2-b1d3-6602b1cf440e,Betrieb von Maschinen zur Holzverarbeitung und Papierherstellung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.4.6
SkillGroup,http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,Führen betrieblicher Aufzeichnungen,,,released,2023-11-06T15:22:30.261Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.2.5
SkillGroup,http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,"Organisation, Planung und zeitliche Planung von Arbeiten und Tätigkeiten",,,released,2020-12-11T09:16:01.788Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.2.0
SkillGroup,http://data.europa.eu/esco/skill/07f47dea-587c-40c0-990a-6c092cc3e6a4,Befragungen,,,released,2021-09-20T14:03:31.797Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.7.1
SkillGroup,http://data.europa.eu/esco/skill/08104c27-d4b2-4d40-ae97-dde65e71712f,Beratung zu Sicherheit und Gesundheitsschutz am Arbeitsplatz,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.5.9
SkillGroup,http://data.europa.eu/esco/skill/0a295163-3e17-47ad-99ac-2b507ce30adb,Entwurf von Systemen und Produkten,,,released,2022-12-15T10:20:53.743Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.11
SkillGroup,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,Informationskompetenzen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2
SkillGroup,http://data.europa.eu/esco/skill/0a400212-8693-4b1f-b0ca-d1f82c321916,Gesundheitsfürsorge und medizinische Behandlungen,,,released,2022-07-15T14:44:44.924Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.2.0
SkillGroup,http://data.europa.eu/esco/skill/0a4c5823-8b09-4e6b-95b4-8036ef3b9c4c,Eintreten für individuelle oder gemeinschaftliche Bedürfnisse,,,released,2022-06-19T12:25:44.633Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.2.4
SkillGroup,http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,Bedienen von Kommunikationsausrüstungen,,,released,2021-09-16T16:37:34.751Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.6.4
SkillGroup,http://data.europa.eu/esco/skill/0ac31705-79ff-4409-a818-c9d0a6388e84,Beratung,,,released,2020-12-04T16:35:28.167Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.1.0
SkillGroup,http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464,Überwachung der Qualität von Waren,,,released,2022-06-21T15:02:59.368Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.8.10
SkillGroup,http://data.europa.eu/esco/skill/0b8d15c9-7b4f-4163-b863-fe5b756d3e7f,Reparatur und Installation von maschinellen Einrichtungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.7.1
SkillGroup,http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,Lösen von Computerproblemen,,,released,2021-09-16T17:48:22.348Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.2.3
SkillGroup,http://data.europa.eu/esco/skill/0c92c33c-2859-4705-87ae-4fdd71d0f8f6,Benutzung mehr als einer Sprache,,,released,2021-04-15T08:19:35.605Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.15.0
SkillGroup,http://data.europa.eu/esco/skill/0d80a782-99ff-4f49-abbe-c72524c6f390,Aushandlung und Management von Verträgen und Vereinbarungen,,,released,2020-12-11T13:14:15.065Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.1.1
